usia,qx,lx,dx,Dx,Cx,Nx,Mx
72,0.01616,86733.82058,1401.618541,1306.670776,19.9205658,13079.37966,566.3285315
73,0.018481,85332.20204,1577.024426,1212.787714,21.14483937,11772.70888,546.4079657
74,0.021092,83755.17761,1766.564206,1122.994513,22.34547195,10559.92117,525.2631263
75,0.023992,81988.61341,1967.070813,1037.083314,23.4733046,9436.926655,502.9176543
76,0.027185,80021.54259,2175.385635,954.9071804,24.48976575,8399.843341,479.4443497
77,0.030672,77846.15696,2387.697326,876.3660648,25.35839617,7444.936161,454.954584
78,0.034459,75458.45963,2600.22306,801.4020423,26.05237073,6568.570096,429.5961878
79,0.038549,72858.23657,2808.612162,729.9872918,26.54743407,5767.168053,403.5438171
80,0.042945,70049.62441,3008.28112,662.1198224,26.82522243,5037.180762,376.996383
81,0.047655,67041.34329,3194.855215,597.8161194,26.87634639,4375.060939,350.1711606
82,0.052691,63846.48808,3364.135303,537.1011248,26.69848619,3777.24482,323.2948142
83,0.058071,60482.35277,3512.270708,480.0006881,26.29633958,3240.143695,296.596328
84,0.063807,56970.08207,3635.090026,426.5344983,25.67536484,2760.143007,270.2999884
85,0.069918,53334.99204,3729.075973,376.7156713,24.84830783,2333.608509,244.6246236
86,0.07657,49605.91607,3798.324993,330.5438349,23.87711456,1956.892837,219.7763158
87,0.08387,45807.59107,3841.882663,287.9566919,22.7838941,1626.349003,195.8992012
88,0.091935,41965.70841,3858.117403,248.8733624,21.58506847,1338.392311,173.1153071
89,0.101354,38107.59101,3862.356779,213.2011225,20.38564771,1089.518948,151.5302386
90,0.11175,34245.23423,3826.904925,180.7474867,19.05521853,876.3178257,131.1445909
91,0.123076,30418.3293,3743.766297,151.4612784,17.5860833,695.570339,112.0893724
92,0.13563,26674.56301,3617.87098,125.3019152,16.03273467,544.1090607,94.50328909
93,0.149577,23056.69202,3448.750823,102.1766193,14.4181813,418.8071455,78.47055442
94,0.165103,19607.9412,3237.329916,81.97485574,12.76820246,316.6305262,64.05237312
95,0.182419,16370.61129,2986.31054,64.5665671,11.11147982,234.6556705,51.28417066
96,0.201757,13384.30075,2700.376366,49.80037594,9.47884382,170.0891034,40.17269084
97,0.222044,10683.92438,2372.301305,37.50264292,7.855883815,120.2887274,30.69384703
98,0.243899,8311.623075,2027.196556,27.52396799,6.333083273,82.78608452,22.83796321
99,0.268185,6284.426519,1685.388926,19.63292427,4.967222448,55.26211653,16.50487994
100,0.295187,4599.037593,1357.57611,13.55440422,3.77460747,35.62919226,11.53765749
101,0.325225,3241.461483,1054.204311,9.012566322,2.765199889,22.07478804,7.763050018
102,0.358897,2187.257172,785.0000373,5.73722117,1.942520251,13.06222172,4.997850129
103,0.395843,1402.257135,555.073671,3.469952551,1.29580795,7.325000549,3.055329878
104,0.43836,847.1834638,371.3713432,1.977732192,0.817885551,3.855047999,1.759521928
105,0.487816,475.8121206,232.1087654,1.047899536,0.482247321,1.877315807,0.941636377
106,0.545886,243.7033552,133.0342497,0.506337147,0.260756943,0.829416271,0.459389056
107,0.614309,110.6691054,67.98502749,0.216919611,0.125712895,0.323079124,0.198632113
108,0.694885,42.68407794,29.6605255,0.078928247,0.051741561,0.106159513,0.072919218
109,0.789474,13.02355244,10.28175604,0.022719049,0.016920848,0.027231267,0.021177657
110,1,2.741796401,2.741796401,0.004512217,0.004256809,0.004512217,0.004256809
