usia,qx,lx,dx,Dx,Cx,Nx,Mx
68,0.022229,81049.83806,1801.65685,1541.534729,32.3271467,14691.58435,709.9356155
69,0.024817,79248.18121,1966.702113,1421.9509,33.29109008,13150.04962,677.6084688
70,0.02753,77281.4791,2127.55912,1308.172023,33.97544886,11728.09872,644.3173787
71,0.030354,75153.91998,2281.222087,1200.149101,34.36728851,10419.92669,610.3419298
72,0.03337,72872.69789,2431.761929,1097.848845,34.56152448,9219.777594,575.9746413
73,0.03668,70440.93596,2583.773531,1001.144933,34.64339258,8121.928749,541.4131169
74,0.040388,67857.16243,2740.615076,909.8329591,34.66635241,7120.783816,506.7697243
75,0.044597,65116.54736,2904.002662,823.6666279,34.65383076,6210.950857,472.1033719
76,0.049388,62212.54469,3072.553157,742.3901578,34.58977841,5387.284229,437.4495411
77,0.054758,59139.99154,3238.387657,665.778295,34.39310177,4644.894071,402.8597627
78,0.060678,55901.60388,3391.99752,593.6996294,33.98538312,3979.115776,368.4666609
79,0.067125,52509.60636,3524.707327,526.1086069,33.31607569,3385.416147,334.4812778
80,0.07407,48984.89903,3628.311471,463.0127987,32.35411132,2859.30754,301.1652021
81,0.081484,45356.58756,3695.836181,404.4504158,31.09079026,2396.294741,268.8110908
82,0.08932,41660.75138,3721.138313,350.4662057,29.53173726,1991.844325,237.7203005
83,0.097525,37939.61307,3700.060764,301.0967587,27.70232207,1641.37812,208.1885633
84,0.106047,34239.5523,3631.001803,256.3512239,25.64648891,1340.281361,180.4862412
85,0.114836,30608.5505,3514.963505,216.1942883,23.42159179,1083.930137,154.8397523
86,0.12417,27093.58699,3364.210697,180.535284,21.14817568,867.7358487,131.4181605
87,0.13387,23729.3763,3176.651605,149.16813,18.83880902,687.2005647,110.2699848
88,0.144073,20552.72469,2961.092705,121.8858419,16.56647066,538.0324347,91.4311758
89,0.154859,17591.63199,2724.222538,98.42017266,14.37853728,416.1465928,74.86470514
90,0.166307,14867.40945,2472.554263,78.47068221,12.31153184,317.7264201,60.48616786
91,0.178214,12394.85519,2208.936722,61.71741364,10.3763275,239.2557379,48.17463602
92,0.19046,10185.91846,1940.010031,47.84764763,8.597229215,177.5383243,37.79830852
93,0.203007,8245.908434,1673.977133,36.542061,6.998390734,129.6906766,29.20107931
94,0.217904,6571.9313,1432.050118,27.47525172,5.648082312,93.14861563,22.20268857
95,0.234086,5139.881182,1203.174226,20.27196648,4.47677693,65.67336391,16.55460626
96,0.248436,3936.706956,978.0197293,14.64771975,3.433038589,45.40139743,12.07782933
97,0.263954,2958.687227,780.9573282,10.38556495,2.58614284,30.75367767,8.644790741
98,0.280803,2177.729898,611.5130886,7.211559942,1.910403459,20.36811273,6.058647901
99,0.299154,1566.21681,468.5400235,4.892954977,1.380893446,13.15655278,4.148244442
100,0.319185,1097.676786,350.361965,3.235101815,0.974147144,8.263597806,2.767350996
101,0.341086,747.3148212,254.8986231,2.0778357,0.668604403,5.028495991,1.793203852
102,0.365052,492.4161981,179.7575179,1.291617955,0.444818602,2.950660291,1.124599448
103,0.393102,312.6586802,122.9067525,0.773688903,0.28692326,1.659042336,0.679780847
104,0.427255,189.7519277,81.07245986,0.442971932,0.178549031,0.885353432,0.392857587
105,0.469531,108.6794678,51.0283792,0.239349018,0.106020551,0.4423815,0.214308556
106,0.521945,57.65108861,30.09069744,0.11978041,0.058979987,0.203032482,0.108288005
107,0.586518,27.56039117,16.16466551,0.0540204,0.029890506,0.083252072,0.049308018
108,0.665268,11.39572566,7.581211618,0.021072135,0.01322511,0.029231673,0.019417512
109,0.760215,3.814514042,2.899850792,0.006654262,0.00477233,0.008159538,0.006192401
110,1,0.914663249,0.914663249,0.001505276,0.001420071,0.001505276,0.001420071
